iddetalle_ingreso,cantidad,precio,tipo_comprobante,serie_comprobante,num_comprobante,fecha,impuesto,total,estado_ingreso,idcategoria,codigo,nombre,precio_venta,stock,descripcion,imagen,estado_articulo
371405089,3,556.77,Factura,1049207,,2020-10-03,21.38,34705.41,Completada,32684,VhkE1PmB,Lámpara Cause,556.77,65,Artículo Lámpara Cause en venta en tienda,fig_935,1
515698462,2,556.77,Boleta de Venta,2682538,,2019-07-27,94.04,43231.39,En proceso,32684,VhkE1PmB,Lámpara Cause,556.77,65,Artículo Lámpara Cause en venta en tienda,fig_935,1
440722286,52,556.77,Ticket de Venta,8291147,,2023-08-22,45.2,4568.8,En proceso,32684,VhkE1PmB,Lámpara Cause,556.77,65,Artículo Lámpara Cause en venta en tienda,fig_935,1
444107042,2,396.82,Ticket de Venta,8797979,,2017-08-05,96.94,97629.57,Reembolsada,13750,rnNGKdTA,Libro Baby,396.82,34,Artículo Libro Baby en venta en tienda,fig_12,1
832735911,65,396.82,Nota de Débito,8310293,,2015-03-04,30.87,40320.91,Cancelada,13750,rnNGKdTA,Libro Baby,396.82,34,Artículo Libro Baby en venta en tienda,fig_12,1
246395199,66,200.43,Ticket de Venta,8797979,,2017-08-05,96.94,97629.57,Reembolsada,75369,yPExnI5w,Tableta Rest,200.43,22,Artículo Tableta Rest en venta en tienda,fig_799,1
549344606,15,200.43,Recibo,7342774,,2022-12-09,19.93,23695.29,Cancelada,75369,yPExnI5w,Tableta Rest,200.43,22,Artículo Tableta Rest en venta en tienda,fig_799,1
458456091,65,654.64,Ticket de Venta,8797979,,2017-08-05,96.94,97629.57,Reembolsada,32684,uVQGbCFN,Cama Million,654.64,17,Artículo Cama Million en venta en tienda,fig_846,1
725625907,29,654.64,Factura,6268093,,2019-01-14,31.91,4612.88,En proceso,32684,uVQGbCFN,Cama Million,654.64,17,Artículo Cama Million en venta en tienda,fig_846,1
386073526,82,654.64,Boleta de Venta,2682538,,2019-07-27,94.04,43231.39,En proceso,32684,uVQGbCFN,Cama Million,654.64,17,Artículo Cama Million en venta en tienda,fig_846,1
424879061,63,654.64,Factura,2536418,,2022-09-08,86.48,17687.5,En proceso,32684,uVQGbCFN,Cama Million,654.64,17,Artículo Cama Million en venta en tienda,fig_846,1
244683043,66,559.81,Nota de Débito,6942346,,2018-03-27,23.39,78903.71,Pendiente,51470,ffNh3iMW,Pelota Production,559.81,58,Artículo Pelota Production en venta en tienda,fig_530,1
557470818,86,654.58,Nota de Débito,6942346,,2018-03-27,23.39,78903.71,Pendiente,75369,YfoSXBNu,Tableta Why,654.58,61,Artículo Tableta Why en venta en tienda,fig_579,1
655876388,80,745.76,Factura,7476280,,2018-12-05,6.09,75791.99,Reembolsada,32684,VCwShbpi,Lámpara Evening,745.76,3,Artículo Lámpara Evening en venta en tienda,fig_642,1
394111750,78,745.76,Recibo,9577742,,2020-02-02,15.35,48304.56,Cancelada,32684,VCwShbpi,Lámpara Evening,745.76,3,Artículo Lámpara Evening en venta en tienda,fig_642,1
717110771,8,745.76,Ticket de Venta,6753440,,2018-11-16,47.52,80792.54,Cancelada,32684,VCwShbpi,Lámpara Evening,745.76,3,Artículo Lámpara Evening en venta en tienda,fig_642,1
304550181,66,891.14,Recibo,9697581,,2021-02-02,6.29,21138.05,Reembolsada,51470,mDi1Eryo,Juguete Forward,891.14,19,Artículo Juguete Forward en venta en tienda,fig_75,1
511431833,4,891.14,Factura,9522894,,2022-03-25,15.66,58468.85,Pendiente,51470,mDi1Eryo,Juguete Forward,891.14,19,Artículo Juguete Forward en venta en tienda,fig_75,1
209507103,96,795.49,Recibo,9697581,,2021-02-02,6.29,21138.05,Reembolsada,32684,jN5MFupI,Lámpara Involve,795.49,4,Artículo Lámpara Involve en venta en tienda,fig_820,1
445351303,88,795.49,Ticket de Venta,1866176,,2017-08-09,65.25,79882.25,Cancelada,32684,jN5MFupI,Lámpara Involve,795.49,4,Artículo Lámpara Involve en venta en tienda,fig_820,1
808010572,26,795.49,Nota de Crédito,4065971,,2015-03-14,44.26,38075.87,En proceso,32684,jN5MFupI,Lámpara Involve,795.49,4,Artículo Lámpara Involve en venta en tienda,fig_820,1
724515664,21,550.26,Recibo,9697581,,2021-02-02,6.29,21138.05,Reembolsada,40879,eAoHo2xW,Maquillaje Range,550.26,25,Artículo Maquillaje Range en venta en tienda,fig_627,1
846763536,1,595.43,Recibo,9697581,,2021-02-02,6.29,21138.05,Reembolsada,39582,QGNRRKUu,Suéter Out,595.43,9,Artículo Suéter Out en venta en tienda,fig_22,1
121479511,4,595.43,Ticket de Venta,3295122,,2023-03-03,71.6,56401.64,Cancelada,39582,QGNRRKUu,Suéter Out,595.43,9,Artículo Suéter Out en venta en tienda,fig_22,1
384901855,52,595.43,Recibo,8838823,,2018-01-07,70.49,36760.97,En proceso,39582,QGNRRKUu,Suéter Out,595.43,9,Artículo Suéter Out en venta en tienda,fig_22,1
541620521,11,993.26,Recibo,5267279,,2020-08-12,24.13,32523.71,Cancelada,39582,Ly5eoftW,Vestido I,993.26,13,Artículo Vestido I en venta en tienda,fig_113,1
629690860,37,366.1,Recibo,5267279,,2020-08-12,24.13,32523.71,Cancelada,40879,H7U4tlWk,Perfume Eye,366.1,8,Artículo Perfume Eye en venta en tienda,fig_330,1
526525548,4,366.1,Factura,7156035,,2017-05-26,37.86,78307.89,Completada,40879,H7U4tlWk,Perfume Eye,366.1,8,Artículo Perfume Eye en venta en tienda,fig_330,1
186411306,16,195.17,Nota de Débito,1855065,,2018-10-25,12.15,13817.94,Completada,32684,5QC1JGCD,Jarrón Imagine,195.17,74,Artículo Jarrón Imagine en venta en tienda,fig_736,1
745565463,59,195.17,Ticket de Venta,9375091,,2015-01-15,74.64,4544.61,Cancelada,32684,5QC1JGCD,Jarrón Imagine,195.17,74,Artículo Jarrón Imagine en venta en tienda,fig_736,1
104834765,66,195.17,Ticket de Venta,4983047,,2018-07-28,0.29,33914.02,Completada,32684,5QC1JGCD,Jarrón Imagine,195.17,74,Artículo Jarrón Imagine en venta en tienda,fig_736,1
395782443,24,151.08,Nota de Crédito,3196084,,2015-07-27,20.47,15333.57,Reembolsada,40879,86g503Gk,Perfume Few,151.08,38,Artículo Perfume Few en venta en tienda,fig_284,1
826215870,20,151.08,Nota de Crédito,1751778,,2021-08-09,36.62,87274.81,Completada,40879,86g503Gk,Perfume Few,151.08,38,Artículo Perfume Few en venta en tienda,fig_284,1
264553658,51,82.49,Nota de Crédito,3196084,,2015-07-27,20.47,15333.57,Reembolsada,32684,7px3E857,Cuadro Doctor,82.49,80,Artículo Cuadro Doctor en venta en tienda,fig_765,1
341548308,31,82.49,Nota de Débito,4926586,,2018-05-07,71.97,59832.69,Completada,32684,7px3E857,Cuadro Doctor,82.49,80,Artículo Cuadro Doctor en venta en tienda,fig_765,1
244563544,72,815.06,Nota de Crédito,3196084,,2015-07-27,20.47,15333.57,Reembolsada,32684,StTbKc41,Jarrón Occur,815.06,81,Artículo Jarrón Occur en venta en tienda,fig_897,1
122091233,76,424.8,Nota de Crédito,6356121,,2021-11-22,58.31,94484.64,En proceso,97521,910e6w2L,Anillo Important,424.8,73,Artículo Anillo Important en venta en tienda,fig_128,1
399507758,99,998.27,Nota de Crédito,6230877,,2015-11-13,23.82,38264.08,En proceso,51470,ELSrutdn,Juguete All,998.27,13,Artículo Juguete All en venta en tienda,fig_109,1
297462623,45,998.27,Nota de Débito,4675270,,2018-09-05,86.38,24833.21,Reembolsada,51470,ELSrutdn,Juguete All,998.27,13,Artículo Juguete All en venta en tienda,fig_109,1
253940015,1,80.81,Recibo,1853082,,2023-10-20,6.55,53701.51,Pendiente,39582,HmyvwQN6,Suéter Have,80.81,36,Artículo Suéter Have en venta en tienda,fig_808,1
143222329,85,352.9,Nota de Crédito,7932884,,2018-11-27,40.42,72561.16,Reembolsada,32684,w3CJiQdY,Jarrón Positive,352.9,36,Artículo Jarrón Positive en venta en tienda,fig_807,1
613850972,68,872.34,Nota de Crédito,7932884,,2018-11-27,40.42,72561.16,Reembolsada,82016,8dESpMH7,Zapatos Shake,872.34,88,Artículo Zapatos Shake en venta en tienda,fig_550,1
176636505,1,872.34,Nota de Débito,8888691,,2020-05-14,39.78,54737.68,Cancelada,82016,8dESpMH7,Zapatos Shake,872.34,88,Artículo Zapatos Shake en venta en tienda,fig_550,1
831570232,77,566.65,Ticket de Venta,2228372,,2018-08-12,71.66,28877.11,Reembolsada,82016,gf3k2rDv,Tenis Better,566.65,78,Artículo Tenis Better en venta en tienda,fig_351,1
889349051,76,331.74,Ticket de Venta,2228372,,2018-08-12,71.66,28877.11,Reembolsada,32684,nXgpGSOh,Lámpara Sure,331.74,87,Artículo Lámpara Sure en venta en tienda,fig_354,1
606355774,12,487.29,Recibo,8486188,,2016-12-10,18.52,56777.93,En proceso,39582,8W7Ed4G5,Pantalón Shoulder,487.29,15,Artículo Pantalón Shoulder en venta en tienda,fig_842,1
437244979,22,174.51,Recibo,8486188,,2016-12-10,18.52,56777.93,En proceso,32684,OkPUx8a6,Lámpara Spring,174.51,52,Artículo Lámpara Spring en venta en tienda,fig_54,1
742035328,35,174.51,Nota de Crédito,1923719,,2021-04-02,12.93,54715.66,En proceso,32684,OkPUx8a6,Lámpara Spring,174.51,52,Artículo Lámpara Spring en venta en tienda,fig_54,1
729305410,48,810.43,Ticket de Venta,9001998,,2022-02-12,64.31,23203.06,Pendiente,32684,NAkduEqN,Lámpara Fish,810.43,5,Artículo Lámpara Fish en venta en tienda,fig_441,1
709405322,33,810.43,Recibo,9806271,,2023-10-26,87.68,81345.46,Reembolsada,32684,NAkduEqN,Lámpara Fish,810.43,5,Artículo Lámpara Fish en venta en tienda,fig_441,1
863492800,38,761.97,Ticket de Venta,9001998,,2022-02-12,64.31,23203.06,Pendiente,40879,41IHDM82,Maquillaje Lot,761.97,9,Artículo Maquillaje Lot en venta en tienda,fig_149,1
642471054,33,761.97,Nota de Débito,6022379,,2018-05-06,29.91,83567.64,Reembolsada,40879,41IHDM82,Maquillaje Lot,761.97,9,Artículo Maquillaje Lot en venta en tienda,fig_149,1
449657162,95,533.91,Factura,4447962,,2019-10-26,89.67,51270.64,Completada,32684,BYOtFkym,Cocina Approach,533.91,52,Artículo Cocina Approach en venta en tienda,fig_981,1
146245360,26,302.35,Factura,2423580,,2021-07-17,61.35,72185.68,Cancelada,32684,vMDYqGfB,Mesa Environmental,302.35,99,Artículo Mesa Environmental en venta en tienda,fig_766,1
787628833,36,302.35,Factura,9903362,,2020-10-08,43.14,40336.85,Reembolsada,32684,vMDYqGfB,Mesa Environmental,302.35,99,Artículo Mesa Environmental en venta en tienda,fig_766,1
821218987,73,302.35,Nota de Crédito,8974735,,2023-07-08,77.95,60324.23,Cancelada,32684,vMDYqGfB,Mesa Environmental,302.35,99,Artículo Mesa Environmental en venta en tienda,fig_766,1
521034065,77,907.97,Factura,7240582,,2020-01-12,96.23,44928.53,Reembolsada,13750,26ZVzrpd,Libro Risk,907.97,76,Artículo Libro Risk en venta en tienda,fig_242,1
875646581,67,907.97,Factura,3110029,,2023-09-08,89.6,5151.93,Pendiente,13750,26ZVzrpd,Libro Risk,907.97,76,Artículo Libro Risk en venta en tienda,fig_242,1
367880532,40,56.32,Recibo,1510117,,2018-07-09,61.35,52373.68,Cancelada,40879,4lsftyEu,Perfume Try,56.32,96,Artículo Perfume Try en venta en tienda,fig_324,1
512888173,24,56.32,Factura,8023605,,2015-05-23,55.73,55201.55,Cancelada,40879,4lsftyEu,Perfume Try,56.32,96,Artículo Perfume Try en venta en tienda,fig_324,1
185422816,87,229.01,Recibo,1510117,,2018-07-09,61.35,52373.68,Cancelada,39582,FK2chSV6,Camisa Past,229.01,81,Artículo Camisa Past en venta en tienda,fig_755,1
680282460,2,102.24,Boleta de Venta,1587946,,2015-07-26,8.81,89171.08,Pendiente,75369,tDs7kp17,Teléfono Range,102.24,69,Artículo Teléfono Range en venta en tienda,fig_322,1
999554526,25,102.24,Nota de Crédito,9000550,,2022-01-23,41.54,31711.29,Reembolsada,75369,tDs7kp17,Teléfono Range,102.24,69,Artículo Teléfono Range en venta en tienda,fig_322,1
595209426,4,549.58,Boleta de Venta,1587946,,2015-07-26,8.81,89171.08,Pendiente,32684,PxUZEEzm,Jarrón Family,549.58,73,Artículo Jarrón Family en venta en tienda,fig_945,1
647201118,60,130.69,Recibo,8883120,,2017-03-28,19.39,17550.53,En proceso,39582,kQcGEvzC,Vestido Natural,130.69,13,Artículo Vestido Natural en venta en tienda,fig_694,1
558755227,56,130.69,Nota de Crédito,1751778,,2021-08-09,36.62,87274.81,Completada,39582,kQcGEvzC,Vestido Natural,130.69,13,Artículo Vestido Natural en venta en tienda,fig_694,1
353077766,89,762.71,Recibo,8883120,,2017-03-28,19.39,17550.53,En proceso,82016,Ll1yGD30,Tenis Expect,762.71,16,Artículo Tenis Expect en venta en tienda,fig_649,1
278159711,10,680.8,Nota de Crédito,2352477,,2016-06-17,37.78,88797.11,En proceso,75369,MfOj3Zux,Teléfono Treat,680.8,8,Artículo Teléfono Treat en venta en tienda,fig_872,1
824003641,80,450.88,Nota de Crédito,2352477,,2016-06-17,37.78,88797.11,En proceso,40879,mQDKUP8C,Maquillaje Suggest,450.88,96,Artículo Maquillaje Suggest en venta en tienda,fig_362,1
734807212,47,450.88,Boleta de Venta,7799619,,2015-12-01,27.03,74441.44,Cancelada,40879,mQDKUP8C,Maquillaje Suggest,450.88,96,Artículo Maquillaje Suggest en venta en tienda,fig_362,1
212029791,55,723.09,Nota de Débito,8664744,,2017-06-23,62.46,38933.22,Pendiente,51470,TG3BbPEw,Juguete A,723.09,45,Artículo Juguete A en venta en tienda,fig_598,1
364109790,94,723.09,Nota de Débito,8469582,,2021-04-17,13.67,73938.21,Reembolsada,51470,TG3BbPEw,Juguete A,723.09,45,Artículo Juguete A en venta en tienda,fig_598,1
801646950,34,158.94,Nota de Crédito,8843925,,2022-05-27,25.18,16925.76,Reembolsada,75369,FjhHt6L5,Portátil Treatment,158.94,69,Artículo Portátil Treatment en venta en tienda,fig_772,1
675304219,35,158.94,Nota de Débito,9736040,,2015-10-23,13.84,94081.02,Pendiente,75369,FjhHt6L5,Portátil Treatment,158.94,69,Artículo Portátil Treatment en venta en tienda,fig_772,1
330549223,49,158.94,Recibo,8068372,,2016-03-17,96.3,20109.69,Pendiente,75369,FjhHt6L5,Portátil Treatment,158.94,69,Artículo Portátil Treatment en venta en tienda,fig_772,1
974401894,20,283.72,Ticket de Venta,1866176,,2017-08-09,65.25,79882.25,Cancelada,39582,uKROzEnB,Suéter Shake,283.72,72,Artículo Suéter Shake en venta en tienda,fig_482,1
403445715,48,279.56,Ticket de Venta,1866176,,2017-08-09,65.25,79882.25,Cancelada,75369,fhgLFDZH,Tableta Quite,279.56,38,Artículo Tableta Quite en venta en tienda,fig_505,1
331829608,24,809.92,Factura,7402235,,2016-04-04,44.24,18013.96,En proceso,13750,qB9NFOuT,Libro Fight,809.92,63,Artículo Libro Fight en venta en tienda,fig_936,1
529087015,20,809.92,Recibo,3917700,,2016-04-22,87.23,5642.46,En proceso,13750,qB9NFOuT,Libro Fight,809.92,63,Artículo Libro Fight en venta en tienda,fig_936,1
111089618,33,364.88,Factura,7402235,,2016-04-04,44.24,18013.96,En proceso,32684,lLuJpsMM,Cama Every,364.88,89,Artículo Cama Every en venta en tienda,fig_556,1
797302345,40,364.88,Nota de Crédito,4065971,,2015-03-14,44.26,38075.87,En proceso,32684,lLuJpsMM,Cama Every,364.88,89,Artículo Cama Every en venta en tienda,fig_556,1
786879527,57,364.88,Nota de Débito,6022379,,2018-05-06,29.91,83567.64,Reembolsada,32684,lLuJpsMM,Cama Every,364.88,89,Artículo Cama Every en venta en tienda,fig_556,1
312195435,47,67.71,Recibo,3726748,,2015-08-08,4.16,31642.78,Cancelada,32684,KlWigwf7,Mesa Ball,67.71,79,Artículo Mesa Ball en venta en tienda,fig_592,1
533967836,56,67.71,Nota de Débito,5546811,,2017-07-08,64.24,71344.63,Reembolsada,32684,KlWigwf7,Mesa Ball,67.71,79,Artículo Mesa Ball en venta en tienda,fig_592,1
125915500,33,136.35,Factura,1575709,,2016-09-26,55.5,63522.11,Pendiente,51470,Deb1dszE,Juguete Exist,136.35,83,Artículo Juguete Exist en venta en tienda,fig_724,1
816079245,51,136.35,Nota de Crédito,8774524,,2015-01-10,83.29,57993.31,Reembolsada,51470,Deb1dszE,Juguete Exist,136.35,83,Artículo Juguete Exist en venta en tienda,fig_724,1
253856110,63,841.83,Ticket de Venta,6144239,,2022-02-26,31.27,11623.56,Reembolsada,32684,uRe4MlOu,Cama Strong,841.83,46,Artículo Cama Strong en venta en tienda,fig_70,1
475866253,35,325.73,Ticket de Venta,6144239,,2022-02-26,31.27,11623.56,Reembolsada,51470,o8QvkvOt,Pelota Fly,325.73,54,Artículo Pelota Fly en venta en tienda,fig_44,1
255660399,65,76.65,Nota de Débito,9988174,,2019-09-07,11.05,87743.55,Cancelada,97521,cNkEUB0v,Anillo Step,76.65,67,Artículo Anillo Step en venta en tienda,fig_263,1
367944050,30,569.76,Ticket de Venta,8051564,,2018-04-07,17.03,64266.99,Completada,13750,c3NibM5u,Bolígrafo Job,569.76,63,Artículo Bolígrafo Job en venta en tienda,fig_909,1
889216056,62,569.76,Ticket de Venta,7145080,,2017-12-17,76.94,35118.63,Cancelada,13750,c3NibM5u,Bolígrafo Job,569.76,63,Artículo Bolígrafo Job en venta en tienda,fig_909,1
299355897,19,569.76,Ticket de Venta,7448801,,2019-11-29,14.61,19712.67,Pendiente,13750,c3NibM5u,Bolígrafo Job,569.76,63,Artículo Bolígrafo Job en venta en tienda,fig_909,1
681045242,99,946.56,Ticket de Venta,8051564,,2018-04-07,17.03,64266.99,Completada,39582,hSJdvXVJ,Pantalón Fine,946.56,31,Artículo Pantalón Fine en venta en tienda,fig_181,1
799689990,84,439.54,Boleta de Venta,2682014,,2015-01-24,7.93,36461.58,Cancelada,39582,bxbDsISy,Pantalón Cut,439.54,30,Artículo Pantalón Cut en venta en tienda,fig_604,1
125716345,67,439.54,Factura,1533588,,2023-09-10,28.53,8316.58,En proceso,39582,bxbDsISy,Pantalón Cut,439.54,30,Artículo Pantalón Cut en venta en tienda,fig_604,1
413725049,71,277.57,Nota de Débito,9494790,,2022-10-16,6.6,97896.07,Reembolsada,32684,Y6gLaGeW,Alfombra Sport,277.57,38,Artículo Alfombra Sport en venta en tienda,fig_381,1
871942598,69,421.89,Nota de Débito,9494790,,2022-10-16,6.6,97896.07,Reembolsada,51470,FcEV6201,Juguete Face,421.89,89,Artículo Juguete Face en venta en tienda,fig_71,1
777164358,27,421.89,Factura,9744790,,2018-06-01,75.07,56493.73,Pendiente,51470,FcEV6201,Juguete Face,421.89,89,Artículo Juguete Face en venta en tienda,fig_71,1
585693564,53,303.99,Ticket de Venta,8958737,,2023-02-28,26.41,94952.89,Pendiente,97521,Cs1bij33,Reloj For,303.99,87,Artículo Reloj For en venta en tienda,fig_607,1
209572497,60,303.99,Nota de Débito,3515017,,2018-07-10,63.63,57444.07,Pendiente,97521,Cs1bij33,Reloj For,303.99,87,Artículo Reloj For en venta en tienda,fig_607,1
140976509,42,60.04,Nota de Crédito,2242955,,2022-10-01,30.29,96319.2,Completada,32684,LXpkvQTX,Mesa Least,60.04,60,Artículo Mesa Least en venta en tienda,fig_654,1
210771566,17,60.04,Boleta de Venta,6505317,,2022-05-03,33.14,85468.94,Completada,32684,LXpkvQTX,Mesa Least,60.04,60,Artículo Mesa Least en venta en tienda,fig_654,1
843702678,92,105.28,Nota de Crédito,2242955,,2022-10-01,30.29,96319.2,Completada,40879,pUNUV8Vz,Maquillaje Prevent,105.28,98,Artículo Maquillaje Prevent en venta en tienda,fig_298,1
404380030,74,308.63,Boleta de Venta,6505317,,2022-05-03,33.14,85468.94,Completada,39582,Izp042Ke,Pantalón Level,308.63,71,Artículo Pantalón Level en venta en tienda,fig_340,1
235291007,24,847.57,Nota de Crédito,3966174,,2016-05-11,98.55,55027.49,Reembolsada,75369,tN8fV2nz,Teléfono American,847.57,47,Artículo Teléfono American en venta en tienda,fig_919,1
888238602,48,847.57,Recibo,1912948,,2017-08-01,92.54,27556.45,Pendiente,75369,tN8fV2nz,Teléfono American,847.57,47,Artículo Teléfono American en venta en tienda,fig_919,1
720241477,27,847.57,Boleta de Venta,2277723,,2016-05-24,63.83,19806.98,Completada,75369,tN8fV2nz,Teléfono American,847.57,47,Artículo Teléfono American en venta en tienda,fig_919,1
438829440,10,924.72,Nota de Crédito,2670879,,2018-03-21,72.41,60456.9,En proceso,39582,s0QAre01,Pantalón Near,924.72,82,Artículo Pantalón Near en venta en tienda,fig_325,1
112373130,2,924.72,Nota de Crédito,7638799,,2015-07-02,21.45,12708.31,Cancelada,39582,s0QAre01,Pantalón Near,924.72,82,Artículo Pantalón Near en venta en tienda,fig_325,1
374694274,49,327.86,Recibo,6551641,,2015-09-10,38.29,53380.22,Cancelada,32684,qpeekFX1,Cocina From,327.86,47,Artículo Cocina From en venta en tienda,fig_876,1
141296486,80,871.89,Recibo,6551641,,2015-09-10,38.29,53380.22,Cancelada,40879,iZzrKfdJ,Maquillaje Image,871.89,61,Artículo Maquillaje Image en venta en tienda,fig_391,1
769642889,58,767.1,Nota de Crédito,3185927,,2015-02-24,5.0,95893.13,Reembolsada,75369,iwLtLaRT,Portátil Piece,767.1,81,Artículo Portátil Piece en venta en tienda,fig_554,1
343592113,64,767.1,Factura,1952384,,2018-08-27,0.11,95760.3,Cancelada,75369,iwLtLaRT,Portátil Piece,767.1,81,Artículo Portátil Piece en venta en tienda,fig_554,1
322438660,19,227.73,Nota de Crédito,9000550,,2022-01-23,41.54,31711.29,Reembolsada,32684,9j9ZsvPn,Cuadro Specific,227.73,51,Artículo Cuadro Specific en venta en tienda,fig_389,1
739510811,76,227.73,Ticket de Venta,3361089,,2019-09-07,87.49,85025.32,Completada,32684,9j9ZsvPn,Cuadro Specific,227.73,51,Artículo Cuadro Specific en venta en tienda,fig_389,1
567650699,71,880.47,Nota de Crédito,7867917,,2017-04-30,0.93,21623.47,Pendiente,32684,WxTnLlGm,Cocina Choose,880.47,90,Artículo Cocina Choose en venta en tienda,fig_9,1
873411237,35,880.47,Ticket de Venta,3972620,,2018-11-15,89.66,16758.55,Pendiente,32684,WxTnLlGm,Cocina Choose,880.47,90,Artículo Cocina Choose en venta en tienda,fig_9,1
490992021,18,955.66,Factura,4158381,,2019-02-08,98.39,66817.69,En proceso,82016,lWXBAU8C,Tenis Usually,955.66,79,Artículo Tenis Usually en venta en tienda,fig_522,1
201297096,91,455.35,Factura,4158381,,2019-02-08,98.39,66817.69,En proceso,13750,58RgtHCc,Libro Whole,455.35,83,Artículo Libro Whole en venta en tienda,fig_332,1
125850224,46,376.89,Nota de Crédito,8774524,,2015-01-10,83.29,57993.31,Reembolsada,39582,U0RRD7qf,Suéter Ability,376.89,86,Artículo Suéter Ability en venta en tienda,fig_135,1
146299282,95,985.89,Nota de Débito,1193105,,2022-06-09,60.62,14995.94,Cancelada,32684,nzD1OdeW,Silla Vote,985.89,10,Artículo Silla Vote en venta en tienda,fig_20,1
172971982,22,985.89,Ticket de Venta,1365033,,2017-08-09,80.22,1609.69,Reembolsada,32684,nzD1OdeW,Silla Vote,985.89,10,Artículo Silla Vote en venta en tienda,fig_20,1
734341522,47,812.73,Boleta de Venta,9182129,,2017-05-23,32.1,66846.34,Completada,39582,fzhVDJGz,Vestido After,812.73,86,Artículo Vestido After en venta en tienda,fig_363,1
349656050,39,812.73,Recibo,9819709,,2021-11-05,25.47,195.46,Cancelada,39582,fzhVDJGz,Vestido After,812.73,86,Artículo Vestido After en venta en tienda,fig_363,1
316076436,93,863.98,Nota de Crédito,5687247,,2015-08-13,88.99,89531.94,Reembolsada,82016,HTb5jaqT,Zapatos Show,863.98,14,Artículo Zapatos Show en venta en tienda,fig_28,1
286323131,24,177.57,Nota de Crédito,5687247,,2015-08-13,88.99,89531.94,Reembolsada,32684,5sZXZ6SB,Cama Meeting,177.57,23,Artículo Cama Meeting en venta en tienda,fig_215,1
690807617,14,177.57,Boleta de Venta,6936950,,2019-04-17,46.3,28021.55,Completada,32684,5sZXZ6SB,Cama Meeting,177.57,23,Artículo Cama Meeting en venta en tienda,fig_215,1
618605793,48,177.57,Recibo,1104475,,2021-02-17,88.21,24538.63,Pendiente,32684,5sZXZ6SB,Cama Meeting,177.57,23,Artículo Cama Meeting en venta en tienda,fig_215,1
173836695,26,450.62,Nota de Débito,1307660,,2020-12-26,7.81,47006.31,Pendiente,97521,JFfSLvF5,Reloj Reduce,450.62,83,Artículo Reloj Reduce en venta en tienda,fig_701,1
309160352,54,465.7,Nota de Crédito,6539557,,2016-07-25,25.02,93351.21,Pendiente,75369,bJyAsoBy,Teléfono Beautiful,465.7,52,Artículo Teléfono Beautiful en venta en tienda,fig_679,1
526823841,83,976.98,Nota de Crédito,8914885,,2021-06-07,11.2,44135.06,En proceso,39582,PJuZoODK,Vestido Save,976.98,7,Artículo Vestido Save en venta en tienda,fig_370,1
789750483,81,809.65,Nota de Crédito,8914885,,2021-06-07,11.2,44135.06,En proceso,13750,2ZIdpXm0,Libro Director,809.65,12,Artículo Libro Director en venta en tienda,fig_559,1
934776231,96,809.65,Ticket de Venta,2250088,,2016-08-07,47.62,13330.99,Pendiente,13750,2ZIdpXm0,Libro Director,809.65,12,Artículo Libro Director en venta en tienda,fig_559,1
937425841,55,483.9,Nota de Crédito,8914885,,2021-06-07,11.2,44135.06,En proceso,75369,esOxiIJO,Portátil Happen,483.9,21,Artículo Portátil Happen en venta en tienda,fig_882,1
322474696,7,483.9,Factura,4290631,,2021-05-17,97.82,97235.2,Completada,75369,esOxiIJO,Portátil Happen,483.9,21,Artículo Portátil Happen en venta en tienda,fig_882,1
291890685,27,483.9,Ticket de Venta,3191326,,2016-04-03,74.51,76624.55,En proceso,75369,esOxiIJO,Portátil Happen,483.9,21,Artículo Portátil Happen en venta en tienda,fig_882,1
163796478,56,211.14,Nota de Crédito,8914885,,2021-06-07,11.2,44135.06,En proceso,39582,TWmDyKUU,Vestido Board,211.14,18,Artículo Vestido Board en venta en tienda,fig_132,1
880813799,96,211.14,Recibo,1759235,,2016-05-31,40.71,83536.47,Cancelada,39582,TWmDyKUU,Vestido Board,211.14,18,Artículo Vestido Board en venta en tienda,fig_132,1
689665987,33,436.6,Nota de Crédito,8914885,,2021-06-07,11.2,44135.06,En proceso,64218,sHYyUhGh,Galleta Old,436.6,55,Artículo Galleta Old en venta en tienda,fig_815,1
356430244,25,298.2,Recibo,9666743,,2021-08-23,6.51,18780.57,Cancelada,39582,pWhEto0r,Camisa Toward,298.2,60,Artículo Camisa Toward en venta en tienda,fig_399,1
203258490,3,143.24,Nota de Débito,1319730,,2017-08-23,80.55,22128.93,En proceso,39582,KkGUfa0r,Camisa Four,143.24,50,Artículo Camisa Four en venta en tienda,fig_989,1
366456749,37,143.24,Recibo,3148000,,2016-01-12,63.08,48738.18,Cancelada,39582,KkGUfa0r,Camisa Four,143.24,50,Artículo Camisa Four en venta en tienda,fig_989,1
516766119,38,313.78,Boleta de Venta,8002126,,2020-09-29,87.1,81386.84,Pendiente,75369,0wXOkuy3,Teléfono Firm,313.78,80,Artículo Teléfono Firm en venta en tienda,fig_870,1
165524387,49,293.65,Boleta de Venta,8002126,,2020-09-29,87.1,81386.84,Pendiente,40879,7rNOJRGt,Maquillaje Him,293.65,84,Artículo Maquillaje Him en venta en tienda,fig_727,1
196374345,74,293.65,Nota de Débito,8310293,,2015-03-04,30.87,40320.91,Cancelada,40879,7rNOJRGt,Maquillaje Him,293.65,84,Artículo Maquillaje Him en venta en tienda,fig_727,1
