idarticulo,codigo,nombre_articulo,precio_venta,stock,descripcion_articulo,imagen,estado_articulo,nombre_categoria,descripcion_categoria,estado_categoria
370799,6tuA9EjT,Bolígrafo Water,246.92,11,Artículo Bolígrafo Water en venta en tienda,fig_47,1,Libros y Papeleria,"Ofrece una selección de libros para todas las edades y generos, asi como suministros de papeleria como cuadernos, bolígrafos y lapices.",1
323696,S86YhP2a,Bolígrafo Perhaps,115.42,11,Artículo Bolígrafo Perhaps en venta en tienda,fig_48,1,Libros y Papeleria,"Ofrece una selección de libros para todas las edades y generos, asi como suministros de papeleria como cuadernos, bolígrafos y lapices.",1
387211,Ke77b17L,Libro Build,469.69,97,Artículo Libro Build en venta en tienda,fig_63,1,Libros y Papeleria,"Ofrece una selección de libros para todas las edades y generos, asi como suministros de papeleria como cuadernos, bolígrafos y lapices.",1
301204,uULTm3Vi,Bolígrafo Leg,832.16,31,Artículo Bolígrafo Leg en venta en tienda,fig_68,1,Libros y Papeleria,"Ofrece una selección de libros para todas las edades y generos, asi como suministros de papeleria como cuadernos, bolígrafos y lapices.",1
131240,8non1Bcr,Bolígrafo Realize,329.32,5,Artículo Bolígrafo Realize en venta en tienda,fig_74,1,Libros y Papeleria,"Ofrece una selección de libros para todas las edades y generos, asi como suministros de papeleria como cuadernos, bolígrafos y lapices.",1
608473,z2YVfGsk,Libro Report,724.91,57,Artículo Libro Report en venta en tienda,fig_97,1,Libros y Papeleria,"Ofrece una selección de libros para todas las edades y generos, asi como suministros de papeleria como cuadernos, bolígrafos y lapices.",1
264482,vttYLxiq,Bolígrafo Particular,771.33,9,Artículo Bolígrafo Particular en venta en tienda,fig_125,1,Libros y Papeleria,"Ofrece una selección de libros para todas las edades y generos, asi como suministros de papeleria como cuadernos, bolígrafos y lapices.",1
246056,YhhHkIxh,Bolígrafo Want,36.64,84,Artículo Bolígrafo Want en venta en tienda,fig_127,1,Libros y Papeleria,"Ofrece una selección de libros para todas las edades y generos, asi como suministros de papeleria como cuadernos, bolígrafos y lapices.",1
569662,eGkig7tM,Bolígrafo Cell,445.18,73,Artículo Bolígrafo Cell en venta en tienda,fig_140,1,Libros y Papeleria,"Ofrece una selección de libros para todas las edades y generos, asi como suministros de papeleria como cuadernos, bolígrafos y lapices.",1
555351,73HOoFsr,Libro Sure,256.28,68,Artículo Libro Sure en venta en tienda,fig_158,1,Libros y Papeleria,"Ofrece una selección de libros para todas las edades y generos, asi como suministros de papeleria como cuadernos, bolígrafos y lapices.",1
411999,47o3kFwE,Bolígrafo Wind,116.42,82,Artículo Bolígrafo Wind en venta en tienda,fig_163,1,Libros y Papeleria,"Ofrece una selección de libros para todas las edades y generos, asi como suministros de papeleria como cuadernos, bolígrafos y lapices.",1
725354,GUyyTf9z,Bolígrafo War,761.5,52,Artículo Bolígrafo War en venta en tienda,fig_171,1,Libros y Papeleria,"Ofrece una selección de libros para todas las edades y generos, asi como suministros de papeleria como cuadernos, bolígrafos y lapices.",1
229763,gOzZ8Aqp,Bolígrafo Skin,520.19,97,Artículo Bolígrafo Skin en venta en tienda,fig_189,1,Libros y Papeleria,"Ofrece una selección de libros para todas las edades y generos, asi como suministros de papeleria como cuadernos, bolígrafos y lapices.",1
504212,kawcxYYS,Libro Present,599.14,19,Artículo Libro Present en venta en tienda,fig_191,1,Libros y Papeleria,"Ofrece una selección de libros para todas las edades y generos, asi como suministros de papeleria como cuadernos, bolígrafos y lapices.",1
528817,GbavcCeM,Bolígrafo Cover,153.77,71,Artículo Bolígrafo Cover en venta en tienda,fig_199,1,Libros y Papeleria,"Ofrece una selección de libros para todas las edades y generos, asi como suministros de papeleria como cuadernos, bolígrafos y lapices.",1
797118,JctLGt94,Bolígrafo Matter,743.79,14,Artículo Bolígrafo Matter en venta en tienda,fig_202,1,Libros y Papeleria,"Ofrece una selección de libros para todas las edades y generos, asi como suministros de papeleria como cuadernos, bolígrafos y lapices.",1
225729,yNZHm4x4,Bolígrafo Discuss,430.09,98,Artículo Bolígrafo Discuss en venta en tienda,fig_206,1,Libros y Papeleria,"Ofrece una selección de libros para todas las edades y generos, asi como suministros de papeleria como cuadernos, bolígrafos y lapices.",1
790988,kZaI3R4M,Libro Partner,787.94,69,Artículo Libro Partner en venta en tienda,fig_209,1,Libros y Papeleria,"Ofrece una selección de libros para todas las edades y generos, asi como suministros de papeleria como cuadernos, bolígrafos y lapices.",1
168440,R3Yxzsqy,Libro Fish,64.0,85,Artículo Libro Fish en venta en tienda,fig_229,1,Libros y Papeleria,"Ofrece una selección de libros para todas las edades y generos, asi como suministros de papeleria como cuadernos, bolígrafos y lapices.",1
330284,ctOSpek3,Libro Yourself,196.43,26,Artículo Libro Yourself en venta en tienda,fig_252,1,Libros y Papeleria,"Ofrece una selección de libros para todas las edades y generos, asi como suministros de papeleria como cuadernos, bolígrafos y lapices.",1
647755,nXj6HEuv,Libro Only,775.01,2,Artículo Libro Only en venta en tienda,fig_262,1,Libros y Papeleria,"Ofrece una selección de libros para todas las edades y generos, asi como suministros de papeleria como cuadernos, bolígrafos y lapices.",1
141910,GmDAmpYF,Bolígrafo No,764.41,21,Artículo Bolígrafo No en venta en tienda,fig_267,1,Libros y Papeleria,"Ofrece una selección de libros para todas las edades y generos, asi como suministros de papeleria como cuadernos, bolígrafos y lapices.",1
944737,TgnQZDsZ,Libro Cause,903.27,25,Artículo Libro Cause en venta en tienda,fig_274,1,Libros y Papeleria,"Ofrece una selección de libros para todas las edades y generos, asi como suministros de papeleria como cuadernos, bolígrafos y lapices.",1
531063,vwyxoFrE,Bolígrafo Kitchen,398.76,31,Artículo Bolígrafo Kitchen en venta en tienda,fig_283,1,Libros y Papeleria,"Ofrece una selección de libros para todas las edades y generos, asi como suministros de papeleria como cuadernos, bolígrafos y lapices.",1
135834,yGYq9cPO,Bolígrafo Force,231.71,47,Artículo Bolígrafo Force en venta en tienda,fig_295,1,Libros y Papeleria,"Ofrece una selección de libros para todas las edades y generos, asi como suministros de papeleria como cuadernos, bolígrafos y lapices.",1
572063,wvkE0Lyc,Bolígrafo Move,625.66,99,Artículo Bolígrafo Move en venta en tienda,fig_296,1,Libros y Papeleria,"Ofrece una selección de libros para todas las edades y generos, asi como suministros de papeleria como cuadernos, bolígrafos y lapices.",1
637622,cdhbfVs0,Bolígrafo Might,570.74,38,Artículo Bolígrafo Might en venta en tienda,fig_308,1,Libros y Papeleria,"Ofrece una selección de libros para todas las edades y generos, asi como suministros de papeleria como cuadernos, bolígrafos y lapices.",1
602826,WUhrkBBe,Bolígrafo Even,359.88,76,Artículo Bolígrafo Even en venta en tienda,fig_316,1,Libros y Papeleria,"Ofrece una selección de libros para todas las edades y generos, asi como suministros de papeleria como cuadernos, bolígrafos y lapices.",1
256778,Kswr9KEg,Libro Approach,332.46,7,Artículo Libro Approach en venta en tienda,fig_349,1,Libros y Papeleria,"Ofrece una selección de libros para todas las edades y generos, asi como suministros de papeleria como cuadernos, bolígrafos y lapices.",1
473880,xpwev50x,Bolígrafo Size,813.93,23,Artículo Bolígrafo Size en venta en tienda,fig_355,1,Libros y Papeleria,"Ofrece una selección de libros para todas las edades y generos, asi como suministros de papeleria como cuadernos, bolígrafos y lapices.",1
578355,rrNyduxR,Bolígrafo Ok,995.55,95,Artículo Bolígrafo Ok en venta en tienda,fig_364,1,Libros y Papeleria,"Ofrece una selección de libros para todas las edades y generos, asi como suministros de papeleria como cuadernos, bolígrafos y lapices.",1
328516,9wXoYI7Q,Bolígrafo Happy,980.24,82,Artículo Bolígrafo Happy en venta en tienda,fig_370,1,Libros y Papeleria,"Ofrece una selección de libros para todas las edades y generos, asi como suministros de papeleria como cuadernos, bolígrafos y lapices.",1
922440,vGns4Afp,Libro Before,811.3,80,Artículo Libro Before en venta en tienda,fig_372,1,Libros y Papeleria,"Ofrece una selección de libros para todas las edades y generos, asi como suministros de papeleria como cuadernos, bolígrafos y lapices.",1
277320,P6gimW7p,Bolígrafo Interest,477.99,45,Artículo Bolígrafo Interest en venta en tienda,fig_373,1,Libros y Papeleria,"Ofrece una selección de libros para todas las edades y generos, asi como suministros de papeleria como cuadernos, bolígrafos y lapices.",1
299848,jGWkZOxM,Bolígrafo Wrong,860.69,28,Artículo Bolígrafo Wrong en venta en tienda,fig_376,1,Libros y Papeleria,"Ofrece una selección de libros para todas las edades y generos, asi como suministros de papeleria como cuadernos, bolígrafos y lapices.",1
566110,uhH00u1d,Bolígrafo Station,683.76,49,Artículo Bolígrafo Station en venta en tienda,fig_382,1,Libros y Papeleria,"Ofrece una selección de libros para todas las edades y generos, asi como suministros de papeleria como cuadernos, bolígrafos y lapices.",1
836487,WXO34KCz,Bolígrafo Relationship,206.79,58,Artículo Bolígrafo Relationship en venta en tienda,fig_404,1,Libros y Papeleria,"Ofrece una selección de libros para todas las edades y generos, asi como suministros de papeleria como cuadernos, bolígrafos y lapices.",1
674723,7UAToLzO,Bolígrafo Four,833.25,15,Artículo Bolígrafo Four en venta en tienda,fig_423,1,Libros y Papeleria,"Ofrece una selección de libros para todas las edades y generos, asi como suministros de papeleria como cuadernos, bolígrafos y lapices.",1
961564,STlQxa5Y,Libro Challenge,214.8,1,Artículo Libro Challenge en venta en tienda,fig_484,1,Libros y Papeleria,"Ofrece una selección de libros para todas las edades y generos, asi como suministros de papeleria como cuadernos, bolígrafos y lapices.",1
392246,KrPEwGKA,Bolígrafo Once,916.62,60,Artículo Bolígrafo Once en venta en tienda,fig_494,1,Libros y Papeleria,"Ofrece una selección de libros para todas las edades y generos, asi como suministros de papeleria como cuadernos, bolígrafos y lapices.",1
177287,UaTlyHFj,Bolígrafo Real,388.5,13,Artículo Bolígrafo Real en venta en tienda,fig_534,1,Libros y Papeleria,"Ofrece una selección de libros para todas las edades y generos, asi como suministros de papeleria como cuadernos, bolígrafos y lapices.",1
431299,cxd9Rgl7,Libro In,455.39,33,Artículo Libro In en venta en tienda,fig_561,1,Libros y Papeleria,"Ofrece una selección de libros para todas las edades y generos, asi como suministros de papeleria como cuadernos, bolígrafos y lapices.",1
945421,rGUtn1Dd,Bolígrafo Majority,466.95,79,Artículo Bolígrafo Majority en venta en tienda,fig_599,1,Libros y Papeleria,"Ofrece una selección de libros para todas las edades y generos, asi como suministros de papeleria como cuadernos, bolígrafos y lapices.",1
666935,cLd2Y03t,Bolígrafo Way,176.77,89,Artículo Bolígrafo Way en venta en tienda,fig_625,1,Libros y Papeleria,"Ofrece una selección de libros para todas las edades y generos, asi como suministros de papeleria como cuadernos, bolígrafos y lapices.",1
769375,0CFKX9Q5,Bolígrafo Development,753.07,33,Artículo Bolígrafo Development en venta en tienda,fig_642,1,Libros y Papeleria,"Ofrece una selección de libros para todas las edades y generos, asi como suministros de papeleria como cuadernos, bolígrafos y lapices.",1
468363,3pbjGpyh,Libro Throughout,224.3,88,Artículo Libro Throughout en venta en tienda,fig_665,1,Libros y Papeleria,"Ofrece una selección de libros para todas las edades y generos, asi como suministros de papeleria como cuadernos, bolígrafos y lapices.",1
968093,8NfX2vws,Bolígrafo Start,203.92,86,Artículo Bolígrafo Start en venta en tienda,fig_676,1,Libros y Papeleria,"Ofrece una selección de libros para todas las edades y generos, asi como suministros de papeleria como cuadernos, bolígrafos y lapices.",1
490381,fWpWIPav,Libro Line,321.39,79,Artículo Libro Line en venta en tienda,fig_680,1,Libros y Papeleria,"Ofrece una selección de libros para todas las edades y generos, asi como suministros de papeleria como cuadernos, bolígrafos y lapices.",1
169422,1y4OtwlF,Bolígrafo Detail,594.46,62,Artículo Bolígrafo Detail en venta en tienda,fig_701,1,Libros y Papeleria,"Ofrece una selección de libros para todas las edades y generos, asi como suministros de papeleria como cuadernos, bolígrafos y lapices.",1
806439,ainWRH6y,Libro Expert,508.08,3,Artículo Libro Expert en venta en tienda,fig_737,1,Libros y Papeleria,"Ofrece una selección de libros para todas las edades y generos, asi como suministros de papeleria como cuadernos, bolígrafos y lapices.",1
658982,oZMkWh07,Libro Less,282.13,33,Artículo Libro Less en venta en tienda,fig_740,1,Libros y Papeleria,"Ofrece una selección de libros para todas las edades y generos, asi como suministros de papeleria como cuadernos, bolígrafos y lapices.",1
114297,j7k8WLKR,Bolígrafo Hair,573.06,46,Artículo Bolígrafo Hair en venta en tienda,fig_786,1,Libros y Papeleria,"Ofrece una selección de libros para todas las edades y generos, asi como suministros de papeleria como cuadernos, bolígrafos y lapices.",1
642754,9vR5yG8t,Libro Remain,514.65,39,Artículo Libro Remain en venta en tienda,fig_821,1,Libros y Papeleria,"Ofrece una selección de libros para todas las edades y generos, asi como suministros de papeleria como cuadernos, bolígrafos y lapices.",1
661205,pqkwBHTb,Libro Provide,239.65,59,Artículo Libro Provide en venta en tienda,fig_832,1,Libros y Papeleria,"Ofrece una selección de libros para todas las edades y generos, asi como suministros de papeleria como cuadernos, bolígrafos y lapices.",1
337622,PPuVgn0U,Libro Drug,283.22,36,Artículo Libro Drug en venta en tienda,fig_833,1,Libros y Papeleria,"Ofrece una selección de libros para todas las edades y generos, asi como suministros de papeleria como cuadernos, bolígrafos y lapices.",1
196340,am2Kc5V0,Bolígrafo Imagine,709.53,56,Artículo Bolígrafo Imagine en venta en tienda,fig_849,1,Libros y Papeleria,"Ofrece una selección de libros para todas las edades y generos, asi como suministros de papeleria como cuadernos, bolígrafos y lapices.",1
730954,WC0yonMh,Bolígrafo Me,655.72,51,Artículo Bolígrafo Me en venta en tienda,fig_887,1,Libros y Papeleria,"Ofrece una selección de libros para todas las edades y generos, asi como suministros de papeleria como cuadernos, bolígrafos y lapices.",1
177996,Sdm9P8gL,Bolígrafo Letter,958.66,8,Artículo Bolígrafo Letter en venta en tienda,fig_888,1,Libros y Papeleria,"Ofrece una selección de libros para todas las edades y generos, asi como suministros de papeleria como cuadernos, bolígrafos y lapices.",1
528256,BnMfEKaA,Libro Hand,861.78,90,Artículo Libro Hand en venta en tienda,fig_921,1,Libros y Papeleria,"Ofrece una selección de libros para todas las edades y generos, asi como suministros de papeleria como cuadernos, bolígrafos y lapices.",1
382955,c2HkFyH0,Bolígrafo Wide,355.86,97,Artículo Bolígrafo Wide en venta en tienda,fig_987,1,Libros y Papeleria,"Ofrece una selección de libros para todas las edades y generos, asi como suministros de papeleria como cuadernos, bolígrafos y lapices.",1
755703,XKuttrhz,Libro Safe,450.82,62,Artículo Libro Safe en venta en tienda,fig_992,1,Libros y Papeleria,"Ofrece una selección de libros para todas las edades y generos, asi como suministros de papeleria como cuadernos, bolígrafos y lapices.",1
671758,yvup5PHi,Galleta Who,589.44,95,Artículo Galleta Who en venta en tienda,fig_8,1,Alimentos y Bebidas,"Desde alimentos enlatados y productos secos hasta bebidas como vinos, cervezas artesanales y licores.",1
954438,vHeLE2Fl,Galleta Effort,711.88,78,Artículo Galleta Effort en venta en tienda,fig_29,1,Alimentos y Bebidas,"Desde alimentos enlatados y productos secos hasta bebidas como vinos, cervezas artesanales y licores.",1
137295,fM391zqr,Galleta Ground,428.62,42,Artículo Galleta Ground en venta en tienda,fig_33,1,Alimentos y Bebidas,"Desde alimentos enlatados y productos secos hasta bebidas como vinos, cervezas artesanales y licores.",1
200844,FhaAJopq,Galleta Last,921.78,42,Artículo Galleta Last en venta en tienda,fig_65,1,Alimentos y Bebidas,"Desde alimentos enlatados y productos secos hasta bebidas como vinos, cervezas artesanales y licores.",1
581932,0HbWGP05,Galleta Discover,813.87,29,Artículo Galleta Discover en venta en tienda,fig_131,1,Alimentos y Bebidas,"Desde alimentos enlatados y productos secos hasta bebidas como vinos, cervezas artesanales y licores.",1
840047,G2H0JWIg,Galleta Imagine,211.41,10,Artículo Galleta Imagine en venta en tienda,fig_175,1,Alimentos y Bebidas,"Desde alimentos enlatados y productos secos hasta bebidas como vinos, cervezas artesanales y licores.",1
815562,5UuiI8Kn,Galleta Little,513.4,60,Artículo Galleta Little en venta en tienda,fig_207,1,Alimentos y Bebidas,"Desde alimentos enlatados y productos secos hasta bebidas como vinos, cervezas artesanales y licores.",1
381419,bq17Hhsh,Galleta Rule,873.17,84,Artículo Galleta Rule en venta en tienda,fig_221,1,Alimentos y Bebidas,"Desde alimentos enlatados y productos secos hasta bebidas como vinos, cervezas artesanales y licores.",1
834034,duD6pss9,Galleta Consider,722.7,61,Artículo Galleta Consider en venta en tienda,fig_226,1,Alimentos y Bebidas,"Desde alimentos enlatados y productos secos hasta bebidas como vinos, cervezas artesanales y licores.",1
893492,2UBUMgP4,Galleta Court,670.97,18,Artículo Galleta Court en venta en tienda,fig_256,1,Alimentos y Bebidas,"Desde alimentos enlatados y productos secos hasta bebidas como vinos, cervezas artesanales y licores.",1
215650,mx28T2mP,Galleta Special,764.33,56,Artículo Galleta Special en venta en tienda,fig_275,1,Alimentos y Bebidas,"Desde alimentos enlatados y productos secos hasta bebidas como vinos, cervezas artesanales y licores.",1
250500,8b3mXu12,Galleta This,509.22,4,Artículo Galleta This en venta en tienda,fig_286,1,Alimentos y Bebidas,"Desde alimentos enlatados y productos secos hasta bebidas como vinos, cervezas artesanales y licores.",1
172679,SxCu4Ejl,Galleta Knowledge,689.82,66,Artículo Galleta Knowledge en venta en tienda,fig_287,1,Alimentos y Bebidas,"Desde alimentos enlatados y productos secos hasta bebidas como vinos, cervezas artesanales y licores.",1
150202,wcMnZqGj,Galleta Property,968.17,15,Artículo Galleta Property en venta en tienda,fig_311,1,Alimentos y Bebidas,"Desde alimentos enlatados y productos secos hasta bebidas como vinos, cervezas artesanales y licores.",1
101076,8j9YbFDw,Galleta Today,111.82,90,Artículo Galleta Today en venta en tienda,fig_323,1,Alimentos y Bebidas,"Desde alimentos enlatados y productos secos hasta bebidas como vinos, cervezas artesanales y licores.",1
863182,XJh8yAOL,Galleta Same,831.51,78,Artículo Galleta Same en venta en tienda,fig_439,1,Alimentos y Bebidas,"Desde alimentos enlatados y productos secos hasta bebidas como vinos, cervezas artesanales y licores.",1
271343,UpTW9vX4,Galleta Your,553.74,36,Artículo Galleta Your en venta en tienda,fig_459,1,Alimentos y Bebidas,"Desde alimentos enlatados y productos secos hasta bebidas como vinos, cervezas artesanales y licores.",1
324603,4G6RmOlp,Galleta Evidence,918.8,32,Artículo Galleta Evidence en venta en tienda,fig_464,1,Alimentos y Bebidas,"Desde alimentos enlatados y productos secos hasta bebidas como vinos, cervezas artesanales y licores.",1
353287,z5leh2u3,Galleta Still,968.03,84,Artículo Galleta Still en venta en tienda,fig_471,1,Alimentos y Bebidas,"Desde alimentos enlatados y productos secos hasta bebidas como vinos, cervezas artesanales y licores.",1
986191,8F7TKSsn,Galleta Mouth,794.93,75,Artículo Galleta Mouth en venta en tienda,fig_509,1,Alimentos y Bebidas,"Desde alimentos enlatados y productos secos hasta bebidas como vinos, cervezas artesanales y licores.",1
976063,fCTDfRU9,Galleta Reduce,102.34,97,Artículo Galleta Reduce en venta en tienda,fig_558,1,Alimentos y Bebidas,"Desde alimentos enlatados y productos secos hasta bebidas como vinos, cervezas artesanales y licores.",1
324829,NqpK11sk,Galleta Field,303.43,28,Artículo Galleta Field en venta en tienda,fig_573,1,Alimentos y Bebidas,"Desde alimentos enlatados y productos secos hasta bebidas como vinos, cervezas artesanales y licores.",1
697578,f5QA23Jy,Galleta Recognize,330.76,82,Artículo Galleta Recognize en venta en tienda,fig_582,1,Alimentos y Bebidas,"Desde alimentos enlatados y productos secos hasta bebidas como vinos, cervezas artesanales y licores.",1
908526,AwZ0JF7S,Galleta Firm,126.79,5,Artículo Galleta Firm en venta en tienda,fig_584,1,Alimentos y Bebidas,"Desde alimentos enlatados y productos secos hasta bebidas como vinos, cervezas artesanales y licores.",1
955658,qtY94ArP,Galleta Choice,499.47,49,Artículo Galleta Choice en venta en tienda,fig_598,1,Alimentos y Bebidas,"Desde alimentos enlatados y productos secos hasta bebidas como vinos, cervezas artesanales y licores.",1
552208,gaavuPsI,Galleta Debate,709.55,57,Artículo Galleta Debate en venta en tienda,fig_602,1,Alimentos y Bebidas,"Desde alimentos enlatados y productos secos hasta bebidas como vinos, cervezas artesanales y licores.",1
222610,iWAn9IFs,Galleta Attack,755.86,20,Artículo Galleta Attack en venta en tienda,fig_670,1,Alimentos y Bebidas,"Desde alimentos enlatados y productos secos hasta bebidas como vinos, cervezas artesanales y licores.",1
966046,IF7KRbAU,Galleta School,779.67,55,Artículo Galleta School en venta en tienda,fig_677,1,Alimentos y Bebidas,"Desde alimentos enlatados y productos secos hasta bebidas como vinos, cervezas artesanales y licores.",1
527792,QVcO2t8T,Galleta Where,898.24,16,Artículo Galleta Where en venta en tienda,fig_690,1,Alimentos y Bebidas,"Desde alimentos enlatados y productos secos hasta bebidas como vinos, cervezas artesanales y licores.",1
585155,TukuSS04,Galleta Treatment,301.22,43,Artículo Galleta Treatment en venta en tienda,fig_695,1,Alimentos y Bebidas,"Desde alimentos enlatados y productos secos hasta bebidas como vinos, cervezas artesanales y licores.",1
556509,fWx58whL,Galleta Cause,454.85,31,Artículo Galleta Cause en venta en tienda,fig_707,1,Alimentos y Bebidas,"Desde alimentos enlatados y productos secos hasta bebidas como vinos, cervezas artesanales y licores.",1
660996,KUWBCQLY,Galleta Age,562.11,62,Artículo Galleta Age en venta en tienda,fig_725,1,Alimentos y Bebidas,"Desde alimentos enlatados y productos secos hasta bebidas como vinos, cervezas artesanales y licores.",1
495270,9GG35aVy,Galleta Seat,241.36,69,Artículo Galleta Seat en venta en tienda,fig_803,1,Alimentos y Bebidas,"Desde alimentos enlatados y productos secos hasta bebidas como vinos, cervezas artesanales y licores.",1
616127,6vZyTuj0,Galleta Success,958.34,93,Artículo Galleta Success en venta en tienda,fig_818,1,Alimentos y Bebidas,"Desde alimentos enlatados y productos secos hasta bebidas como vinos, cervezas artesanales y licores.",1
476924,ReBlOHyF,Galleta Guess,144.92,40,Artículo Galleta Guess en venta en tienda,fig_856,1,Alimentos y Bebidas,"Desde alimentos enlatados y productos secos hasta bebidas como vinos, cervezas artesanales y licores.",1
118667,VxnZeCCl,Galleta Green,106.6,91,Artículo Galleta Green en venta en tienda,fig_932,1,Alimentos y Bebidas,"Desde alimentos enlatados y productos secos hasta bebidas como vinos, cervezas artesanales y licores.",1
800782,byYXSzmG,Zapatos Notice,922.53,54,Artículo Zapatos Notice en venta en tienda,fig_9,1,Calzado,"Incluye zapatos formales, tenis, botas, sandalias, para hombres, mujeres y ninos.",1
987154,AqrD2Re2,Zapatos National,784.48,14,Artículo Zapatos National en venta en tienda,fig_10,1,Calzado,"Incluye zapatos formales, tenis, botas, sandalias, para hombres, mujeres y ninos.",1
630872,xjDiStGM,Zapatos Writer,479.04,7,Artículo Zapatos Writer en venta en tienda,fig_37,1,Calzado,"Incluye zapatos formales, tenis, botas, sandalias, para hombres, mujeres y ninos.",1
477283,kST6m6X2,Zapatos Several,755.54,77,Artículo Zapatos Several en venta en tienda,fig_41,1,Calzado,"Incluye zapatos formales, tenis, botas, sandalias, para hombres, mujeres y ninos.",1
415853,WzSlM9zi,Zapatos Unit,427.89,48,Artículo Zapatos Unit en venta en tienda,fig_46,1,Calzado,"Incluye zapatos formales, tenis, botas, sandalias, para hombres, mujeres y ninos.",1
331900,8xcRZzke,Tenis Source,216.7,90,Artículo Tenis Source en venta en tienda,fig_55,1,Calzado,"Incluye zapatos formales, tenis, botas, sandalias, para hombres, mujeres y ninos.",1
622730,rRjDGvAV,Tenis Themselves,42.33,6,Artículo Tenis Themselves en venta en tienda,fig_61,1,Calzado,"Incluye zapatos formales, tenis, botas, sandalias, para hombres, mujeres y ninos.",1
157835,9E3zVAa1,Tenis Force,347.74,6,Artículo Tenis Force en venta en tienda,fig_62,1,Calzado,"Incluye zapatos formales, tenis, botas, sandalias, para hombres, mujeres y ninos.",1
465087,iwbWNGBv,Tenis Future,615.63,1,Artículo Tenis Future en venta en tienda,fig_85,1,Calzado,"Incluye zapatos formales, tenis, botas, sandalias, para hombres, mujeres y ninos.",1
364753,1u9gUkha,Tenis Window,843.77,86,Artículo Tenis Window en venta en tienda,fig_95,1,Calzado,"Incluye zapatos formales, tenis, botas, sandalias, para hombres, mujeres y ninos.",1
276704,grS7kcGP,Tenis Society,459.12,25,Artículo Tenis Society en venta en tienda,fig_100,1,Calzado,"Incluye zapatos formales, tenis, botas, sandalias, para hombres, mujeres y ninos.",1
635145,YBg2jOIU,Zapatos Compare,175.0,73,Artículo Zapatos Compare en venta en tienda,fig_117,1,Calzado,"Incluye zapatos formales, tenis, botas, sandalias, para hombres, mujeres y ninos.",1
172327,GoGWVKYm,Zapatos Garden,323.25,68,Artículo Zapatos Garden en venta en tienda,fig_126,1,Calzado,"Incluye zapatos formales, tenis, botas, sandalias, para hombres, mujeres y ninos.",1
219465,6MHyibkX,Zapatos Source,554.09,46,Artículo Zapatos Source en venta en tienda,fig_150,1,Calzado,"Incluye zapatos formales, tenis, botas, sandalias, para hombres, mujeres y ninos.",1
416169,7LYtXkUz,Tenis Season,954.43,97,Artículo Tenis Season en venta en tienda,fig_197,1,Calzado,"Incluye zapatos formales, tenis, botas, sandalias, para hombres, mujeres y ninos.",1
612818,ltVWClnA,Zapatos On,953.28,8,Artículo Zapatos On en venta en tienda,fig_213,1,Calzado,"Incluye zapatos formales, tenis, botas, sandalias, para hombres, mujeres y ninos.",1
682479,3WuJjsNp,Zapatos Suffer,966.69,58,Artículo Zapatos Suffer en venta en tienda,fig_223,1,Calzado,"Incluye zapatos formales, tenis, botas, sandalias, para hombres, mujeres y ninos.",1
584175,LjsoYqK3,Tenis Method,285.05,75,Artículo Tenis Method en venta en tienda,fig_224,1,Calzado,"Incluye zapatos formales, tenis, botas, sandalias, para hombres, mujeres y ninos.",1
287235,q6V80Jjm,Zapatos Reduce,401.33,87,Artículo Zapatos Reduce en venta en tienda,fig_233,1,Calzado,"Incluye zapatos formales, tenis, botas, sandalias, para hombres, mujeres y ninos.",1
289304,IQYi30H1,Zapatos Week,293.33,13,Artículo Zapatos Week en venta en tienda,fig_243,1,Calzado,"Incluye zapatos formales, tenis, botas, sandalias, para hombres, mujeres y ninos.",1
211514,8S4oDJNP,Zapatos Adult,714.43,40,Artículo Zapatos Adult en venta en tienda,fig_258,1,Calzado,"Incluye zapatos formales, tenis, botas, sandalias, para hombres, mujeres y ninos.",1
494155,MtCC7mTh,Tenis Fear,87.35,28,Artículo Tenis Fear en venta en tienda,fig_263,1,Calzado,"Incluye zapatos formales, tenis, botas, sandalias, para hombres, mujeres y ninos.",1
332439,anSBZj7i,Tenis Bank,171.47,52,Artículo Tenis Bank en venta en tienda,fig_292,1,Calzado,"Incluye zapatos formales, tenis, botas, sandalias, para hombres, mujeres y ninos.",1
578201,8uUHT0h3,Zapatos Other,843.2,63,Artículo Zapatos Other en venta en tienda,fig_293,1,Calzado,"Incluye zapatos formales, tenis, botas, sandalias, para hombres, mujeres y ninos.",1
866996,P0AoNIRR,Tenis Mind,74.73,50,Artículo Tenis Mind en venta en tienda,fig_307,1,Calzado,"Incluye zapatos formales, tenis, botas, sandalias, para hombres, mujeres y ninos.",1
555756,yQiHX0gQ,Zapatos Summer,98.17,25,Artículo Zapatos Summer en venta en tienda,fig_331,1,Calzado,"Incluye zapatos formales, tenis, botas, sandalias, para hombres, mujeres y ninos.",1
883451,aPvYAqfC,Tenis Unit,337.99,94,Artículo Tenis Unit en venta en tienda,fig_340,1,Calzado,"Incluye zapatos formales, tenis, botas, sandalias, para hombres, mujeres y ninos.",1
953096,QYu8UBom,Zapatos Example,147.49,25,Artículo Zapatos Example en venta en tienda,fig_347,1,Calzado,"Incluye zapatos formales, tenis, botas, sandalias, para hombres, mujeres y ninos.",1
838459,XDbrx2sY,Tenis None,194.21,39,Artículo Tenis None en venta en tienda,fig_367,1,Calzado,"Incluye zapatos formales, tenis, botas, sandalias, para hombres, mujeres y ninos.",1
